0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
7704,2992,1955,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7705,3207,182,3421,1095,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
7706,2992,3409,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7707,1456,981,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0
7708,2326,1043,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
7709,3172,2064,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7710,1456,3173,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
7711,2992,2633,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7712,3172,1506,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7713,1095,883,1686,27,0,0,0,0,0,0,2,1,5,6,0,0,0,0,0,0
7714,181,1955,3421,3763,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7715,1456,1161,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
7716,2474,1749,3421,19,0,0,0,0,0,0,2,2,1,9,0,0,0,0,0,0
7717,3772,182,3421,3413,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0
7718,285,2433,1686,3207,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7719,3509,3413,3421,2379,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7720,3172,1317,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7721,1456,3536,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7722,3772,3200,1686,1791,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7723,2379,930,3421,1749,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
7724,3509,3763,3421,27,0,0,0,0,0,0,2,2,1,6,0,0,0,0,0,0
7725,1456,2101,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7726,2326,464,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7727,1456,3184,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7728,1456,27,3413,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0
7729,2992,656,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7730,1456,1526,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7731,181,3158,3421,1657,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0
7732,19,182,3421,3672,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0
7733,2326,526,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7734,2992,1658,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7735,954,2272,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7736,2614,2379,1765,2233,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0
7737,954,3728,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7738,2992,3620,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7739,3172,947,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7740,181,2288,3421,285,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7741,3207,1129,2379,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0
7742,3772,307,3413,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0
7743,2038,1657,3305,717,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
7744,1657,21,1955,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
7745,954,3125,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7746,3509,1791,3421,1095,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7747,1791,1129,15,0,0,0,0,0,0,0,2,3,9,0,0,0,0,0,0,0
7748,3763,2308,3421,1955,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
7749,3172,2646,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7750,2038,1749,3305,3158,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
7751,15,1779,3031,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0
7752,3172,774,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7753,15,2614,1686,3413,0,0,0,0,0,0,9,1,5,2,0,0,0,0,0,0
7754,2992,3092,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7755,230,3413,1095,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
7756,1456,3771,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
7757,2550,1602,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
7758,285,930,3421,3413,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0
7759,117,3763,3421,285,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0
7760,2326,3368,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7761,3172,69,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7762,2992,2660,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7763,2320,128,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
7764,2992,2166,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
7765,3763,2614,1765,1749,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7766,3509,3413,3421,17,0,0,0,0,0,0,2,2,1,9,0,0,0,0,0,0
7767,3763,2666,1686,3772,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7768,2326,3682,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
7769,3207,557,3421,1095,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
7770,1732,3413,1686,2233,0,0,0,0,0,0,3,2,5,2,0,0,0,0,0,0
7771,2326,3078,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7772,2992,2238,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7773,1955,883,1686,3158,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7774,2326,2518,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
7775,2992,1160,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
7776,2326,949,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7777,2432,19,1686,3593,0,0,0,0,0,0,2,9,5,2,0,0,0,0,0,0
7778,3593,21,12,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0
7779,954,2486,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7780,3172,1923,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7781,3172,3312,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7782,2614,12,1765,3772,0,0,0,0,0,0,1,9,5,2,0,0,0,0,0,0
7783,181,3031,2288,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
7784,2320,2947,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
7785,230,3158,717,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0
7786,1456,862,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7787,12,3769,3421,3772,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0
7788,2320,2723,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
7789,3172,3229,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7790,27,1132,2233,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0
7791,2326,608,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7792,2883,1955,3421,3772,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7793,891,1239,3421,27,0,0,0,0,0,0,2,2,1,6,0,0,0,0,0,0
7794,3199,1239,1686,1657,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0
7795,2550,345,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
7796,1456,3772,2379,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0
7797,891,3031,15,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0
7798,555,15,3421,3207,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0
7799,230,27,3772,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0
7800,2550,3457,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7801,2233,21,285,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0
7802,3172,2341,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7803,1239,307,285,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
7804,12,3769,3421,1657,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0
7805,2326,2846,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7806,2883,3772,3421,1791,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7807,2320,790,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7808,2326,563,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7809,3772,182,3421,3772,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
7810,2379,1779,2233,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
7811,2474,3593,3421,12,0,0,0,0,0,0,2,2,1,9,0,0,0,0,0,0
7812,2288,729,1791,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
7813,285,182,3421,12,0,0,0,0,0,0,4,1,1,9,0,0,0,0,0,0
7814,3172,867,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7815,1996,27,27,1955,0,0,0,0,0,0,1,6,6,2,0,0,0,0,0,0
7816,3593,21,3772,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0
7817,2288,3200,1686,3763,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7818,954,674,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7819,1791,557,3421,3158,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
7820,3763,883,1765,2233,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7821,2939,1791,3421,717,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0
7822,1996,2233,27,2288,0,0,0,0,0,0,1,2,6,2,0,0,0,0,0,0
7823,2326,1500,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7824,2992,474,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7825,1749,307,27,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0
7826,2432,15,1686,2233,0,0,0,0,0,0,2,9,5,2,0,0,0,0,0,0
7827,2992,1781,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7828,3172,2128,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7829,2665,3763,3421,3593,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0
7830,954,1013,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7831,2320,510,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7832,2326,817,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7833,285,1733,1765,3772,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7834,2320,2411,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7835,1456,3031,1095,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0
7836,3031,930,3421,15,0,0,0,0,0,0,2,1,1,9,0,0,0,0,0,0
7837,17,3200,1686,3158,0,0,0,0,0,0,9,1,5,2,0,0,0,0,0,0
7838,3207,21,19,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0
7839,19,2614,1765,3413,0,0,0,0,0,0,9,1,5,2,0,0,0,0,0,0
7840,1732,3772,1686,1749,0,0,0,0,0,0,3,2,5,2,0,0,0,0,0,0
7841,954,2904,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7842,19,21,2233,0,0,0,0,0,0,0,9,9,2,0,0,0,0,0,0,0
7843,2992,3002,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7844,954,1042,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7845,3172,2995,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7846,954,2039,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
7847,3172,2511,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7848,2320,3150,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7849,3764,3772,3421,3593,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0
7850,27,21,3672,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0
7851,954,239,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7852,2550,2634,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7853,181,1791,1095,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
7854,2326,2583,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7855,117,3158,3421,3413,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0
7856,717,307,1791,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
7857,2320,914,2158,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0
7858,1456,2497,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
7859,2550,1950,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7860,2992,621,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
7861,3763,1779,1955,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
7862,3413,930,3421,27,0,0,0,0,0,0,2,1,1,6,0,0,0,0,0,0
7863,2326,2955,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7864,3031,21,27,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0
7865,1657,717,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7866,882,3763,1765,1791,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0
7867,2992,1522,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7868,1456,3244,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7869,1657,182,3421,15,0,0,0,0,0,0,4,1,1,9,0,0,0,0,0,0
7870,2326,2379,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7871,954,2377,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7872,2614,2379,1686,3031,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0
7873,2992,912,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7874,1456,2779,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7875,2992,3512,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7876,2326,2942,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7877,2939,1791,3421,12,0,0,0,0,0,0,1,2,1,9,0,0,0,0,0,0
7878,1788,3772,1686,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0
7879,2326,1966,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7880,3413,3200,1686,3413,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7881,3763,3200,1686,3207,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7882,2288,307,1791,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
7883,285,930,3421,3672,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
7884,2550,372,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7885,1657,1132,3158,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
7886,181,3772,3421,1791,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7887,2326,3415,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7888,3207,2666,3421,1239,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
7889,3672,892,3421,19,0,0,0,0,0,0,4,1,1,9,0,0,0,0,0,0
7890,2992,742,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7891,717,2666,1686,1791,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7892,1456,3001,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7893,2233,729,19,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0
7894,2326,619,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
7895,3172,2681,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
7896,2326,207,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7897,2992,1765,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
7898,2550,1394,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
7899,1791,1129,2288,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0
7900,2550,34,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7901,3763,1733,1686,27,0,0,0,0,0,0,2,1,5,6,0,0,0,0,0,0
7902,1791,1129,3772,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0
7903,3172,3173,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
7904,3772,1779,3593,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
7905,954,2140,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7906,3172,2774,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7907,1456,2562,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7908,3413,182,3421,15,0,0,0,0,0,0,2,1,1,9,0,0,0,0,0,0
7909,2614,19,1686,3772,0,0,0,0,0,0,1,9,5,2,0,0,0,0,0,0
7910,3763,118,3421,3413,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0
7911,2847,15,1686,1657,0,0,0,0,0,0,3,9,5,2,0,0,0,0,0,0
7912,555,3158,3421,3593,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0
7913,1456,1495,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
7914,3172,1958,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
7915,2847,3031,1686,3593,0,0,0,0,0,0,3,2,5,2,0,0,0,0,0,0
7916,2320,3668,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7917,19,1129,3207,0,0,0,0,0,0,0,9,3,2,0,0,0,0,0,0,0
7918,3158,2433,1686,3763,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7919,1996,285,27,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0
7920,2847,3158,215,1955,0,0,0,0,0,0,3,2,5,2,0,0,0,0,0,0
7921,2326,1371,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7922,954,3157,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7923,891,2288,3421,3772,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7924,3172,894,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7925,882,19,1765,2233,0,0,0,0,0,0,2,9,5,2,0,0,0,0,0,0
7926,2992,1846,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7927,15,1779,1749,0,0,0,0,0,0,0,9,1,3,0,0,0,0,0,0,0
7928,3172,1599,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
7929,2326,2081,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7930,954,2625,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7931,2992,97,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7932,2326,2899,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7933,3172,3032,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7934,1456,1657,3158,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0
7935,2550,328,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7936,2233,1132,285,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
7937,1456,3064,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7938,2992,3709,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7939,2320,3061,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7940,3413,2666,3421,3031,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0
7941,181,1791,1239,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
7942,2992,2646,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7943,2550,1852,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7944,2307,3763,3421,3031,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0
7945,1791,1132,3158,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
7946,2883,285,3421,1791,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7947,1955,118,3421,285,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
7948,3172,3654,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7949,1456,297,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7950,2992,2906,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7951,17,892,3421,3772,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0
7952,2550,1420,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7953,2038,27,307,27,0,0,0,0,0,0,1,6,1,6,0,0,0,0,0,0
7954,2665,3031,3421,3031,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0
7955,2320,1906,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7956,954,3715,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7957,1456,1465,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7958,1456,398,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7959,117,1239,3421,3772,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
7960,3158,21,1955,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
7961,3199,717,1686,1657,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0
7962,2307,3158,3421,2233,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0
7963,2432,3031,1686,1657,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0
7964,954,1465,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7965,3672,729,3031,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
7966,1456,1866,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7967,2038,3207,1561,285,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
7968,2550,2454,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7969,2288,1733,1686,3413,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7970,882,12,1686,1749,0,0,0,0,0,0,2,9,5,2,0,0,0,0,0,0
7971,1095,2433,1686,3207,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7972,2550,824,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7973,954,1855,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7974,1095,2433,1686,285,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7975,2326,2133,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7976,2320,380,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
7977,1456,3772,285,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0
7978,285,930,3421,3772,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
7979,3763,21,19,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0
7980,1456,2804,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7981,2992,149,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7982,3158,2433,1686,3031,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7983,1239,930,3421,2233,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
7984,954,2315,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7985,2326,1844,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7986,1239,883,1765,1749,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7987,285,557,3421,19,0,0,0,0,0,0,4,1,1,9,0,0,0,0,0,0
7988,1456,1106,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7989,2320,1695,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7990,1657,1129,1955,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0
7991,2550,2103,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7992,1456,1830,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7993,954,1339,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
7994,2379,1733,1686,3772,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7995,2320,2679,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
7996,2992,1230,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7997,3413,1733,1765,3593,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
7998,2614,1095,1686,3763,0,0,0,0,0,0,1,2,5,2,0,0,0,0,0,0
7999,1239,3200,1686,3763,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0
8000,2992,1580,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
8001,2320,2582,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
8002,954,3153,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
8003,3158,2884,3421,2288,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
8004,2038,3413,1561,1239,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0
8005,2550,529,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
8006,1239,182,3421,1749,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
8007,3031,2884,3421,2379,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
8008,954,2942,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
8009,2550,236,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
8010,2992,3661,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
8011,1456,3294,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
