,word,if-then,variable,print,loop
915,discuss,0,0,0,0.0
916,discussion,0,0,0,0.0
917,disease,0,0,0,0.0
918,dish,0,0,0,0.0
919,dishes,0,0,0,0.0
920,disinterested,0,0,0,0.0
921,dislike,0,0,0,0.0
922,disparate,0,0,0,0.0
923,display,0,0,3,0.0
924,dispose,0,0,0,0.0
925,disposition,0,0,0,0.0
926,dissect,0,0,0,0.0
927,disseminate,0,0,0,0.0
928,dissimilar,0,0,0,0.0
929,distance,0,0,0,0.0
930,distances,0,0,0,0.0
931,distant,0,0,0,0.0
932,distinct,0,0,0,0.0
933,distinguish,0,3,0,0.0
934,diversity,0,0,0,0.0
935,divide,0,0,0,0.0
936,divided,0,0,0,0.0
937,division,0,0,0,0.0
938,divulge,0,0,2,0.0
939,do,0,0,0,0.0
940,doctor,0,0,0,0.0
941,doctors,0,0,0,0.0
942,document,0,0,0,0.0
943,does,0,0,0,0.0
944,dog,0,0,0,0.0
945,dogs,0,0,0,0.0
946,doing,0,0,0,0.0
947,doll,0,0,0,0.0
948,dollar,0,0,0,0.0
949,dollars,0,0,0,0.0
950,domain,0,0,0,0.0
951,don,0,0,0,0.0
952,donate,0,0,0,0.0
953,done,0,0,0,0.0
954,donkey,0,0,0,0.0
955,dont,0,0,0,0.0
956,doobry,0,0,0,0.0
957,doodad,0,0,0,0.0
958,doodah,0,0,0,0.0
959,doohickey,0,0,0,0.0
960,doojigger,0,0,0,0.0
961,door,0,0,0,0.0
962,doors,0,0,0,0.0
963,dot,0,0,0,0.0
964,dots,0,0,0,0.0
965,double,0,0,0,0.0
966,doubt,0,0,0,0.0
967,down,0,0,0,0.0
968,downright,0,0,0,0.0
969,dozen,0,0,0,0.0
970,dr,0,0,0,0.0
971,draft,0,5,0,0.0
972,dragoon,0,0,0,0.0
973,draw,0,0,0,0.0
974,drawing,0,0,0,0.0
975,drawings,0,0,0,0.0
976,drawn,0,0,0,0.0
977,dream,0,0,0,0.0
978,dreams,0,0,0,0.0
979,dress,0,0,0,0.0
980,dressed,0,0,0,0.0
981,drew,0,0,0,0.0
982,dried,0,0,0,0.0
983,drink,0,0,0,0.0
984,drinking,0,0,0,0.0
985,drive,0,0,0,0.0
986,driven,0,0,0,0.0
987,driver,0,0,0,0.0
988,driving,0,0,0,0.0
989,drop,0,0,0,0.0
990,dropped,0,0,0,0.0
991,drops,0,0,0,0.0
992,drove,0,0,0,0.0
993,dry,0,0,0,0.0
994,dub,0,0,0,0.0
995,duck,0,0,0,0.0
996,ducks,0,0,0,0.0
997,due,0,0,0,0.0
998,dug,0,0,0,0.0
999,dull,0,0,0,0.0
1000,dump,0,0,5,0.0
1001,dunnage,0,0,0,0.0
1002,duplicate,0,0,0,0.0
1003,during,0,0,0,0.0
1004,dust,0,0,0,0.0
1005,dutch,0,0,0,0.0
1006,duty,0,0,0,0.0
1007,dying,0,0,0,0.0
1008,each,0,0,0,5.0
1009,eager,0,0,0,0.0
1010,ear,0,0,0,0.0
1011,earlier,0,0,0,0.0
1012,early,0,0,0,0.0
1013,earmark,0,0,0,0.0
1014,earn,0,0,0,0.0
1015,ears,0,0,0,0.0
1016,earth,0,0,0,0.0
1017,earths,0,0,0,0.0
1018,easier,0,0,0,0.0
1019,easily,0,0,0,0.0
1020,east,0,0,0,0.0
1021,eastern,0,0,0,0.0
1022,easy,0,0,0,0.0
1023,eat,0,0,0,0.0
1024,eaten,0,0,0,0.0
1025,eating,0,0,0,0.0
1026,echo,0,0,0,0.0
1027,eddie,0,0,0,0.0
1028,edge,0,0,0,0.0
1029,edges,0,0,0,0.0
1030,education,0,0,0,0.0
1031,edward,0,0,0,0.0
1032,effect,0,5,0,5.0
1033,effects,0,0,0,0.0
1034,effectuate,0,0,0,0.0
1035,effort,0,0,0,0.0
1036,egalitarian,0,0,0,0.0
1037,egg,0,0,0,0.0
1038,eggs,0,0,0,0.0
1039,egypt,0,0,0,0.0
1040,eight,0,0,0,0.0
1041,either,0,0,0,0.0
1042,elect,0,5,0,0.0
1043,electric,0,0,0,0.0
1044,electricity,0,0,0,0.0
1045,element,0,3,3,0.0
1046,elements,0,0,0,0.0
1047,elephant,0,0,0,0.0
1048,elephants,0,0,0,0.0
1049,eleven,0,0,0,0.0
1050,ellen,0,0,0,0.0
1051,else,5,0,0,0.0
1052,elucidate,0,0,0,0.0
1053,embed,0,5,0,0.0
1054,embellish,0,0,0,0.0
1055,embody,0,0,0,0.0
1056,emboss,0,0,0,0.0
1057,emergency,0,0,0,0.0
1058,emit,0,0,0,0.0
1059,employ,0,5,0,0.0
1060,employment,0,0,0,0.0
1061,empty,0,0,0,0.0
1062,enact,0,0,0,0.0
1063,end,0,0,0,0.0
1064,end-stage,0,0,0,0.0
1065,ended,0,0,0,0.0
1066,ending,0,0,0,0.0
1067,ends,0,0,0,0.0
1068,enemies,0,0,0,0.0
1069,enemy,0,0,0,0.0
1070,energy,0,0,0,0.0
1071,engage,0,0,0,0.0
1072,engender,0,0,0,0.0
1073,engine,0,0,0,0.0
1074,engineer,0,0,0,0.0
1075,engines,0,0,0,0.0
1076,england,0,0,0,0.0
1077,english,0,0,0,0.0
1078,engrave,0,0,0,0.0
1079,enjoin,0,0,0,0.0
1080,enjoy,0,0,0,0.0
1081,enjoyed,0,0,0,0.0
1082,enkindle,0,0,0,0.0
1083,enlist,0,5,0,0.0
1084,enormous,0,0,0,0.0
1085,enough,0,0,0,0.0
1086,enquiry,0,0,0,0.0
1087,enrol,0,5,0,0.0
1088,enter,0,5,0,0.0
1089,entered,0,0,0,0.0
1090,entire,0,0,0,1.0
1091,entirely,0,0,0,0.0
1092,entity,0,0,0,0.0
1093,entrust,0,0,0,0.0
1094,enunciate,0,0,1,0.0
1095,environment,0,0,0,0.0
1096,episode,0,0,0,0.0
1097,equal,3,3,0,0.0
1098,equally,0,0,0,0.0
1099,equator,0,0,0,0.0
1100,equipment,0,0,0,0.0
1101,equitable,0,0,0,0.0
1102,equivalent,0,0,0,0.0
1103,erect,0,0,0,0.0
1104,err,0,0,0,0.0
1105,escape,0,0,0,0.0
1106,escort,0,0,0,0.0
1107,especially,0,0,0,0.0
1108,espy,0,0,0,0.0
1109,essential,0,0,0,0.0
1110,essentials,0,0,0,0.0
1111,establish,3,3,0,0.0
1112,established,0,0,0,0.0
1113,esteem,0,0,0,0.0
1114,estimate,0,0,0,0.0
1115,etc,0,0,0,0.0
1116,etch,0,0,0,0.0
1117,europe,0,0,0,0.0
1118,european,0,0,0,0.0
1119,evaluate,0,0,0,3.0
1120,even,0,0,0,0.0
1121,even-handed,0,0,0,0.0
1122,evening,0,0,0,0.0
1123,event,0,0,0,0.0
1124,events,0,0,0,0.0
1125,eventuality,0,0,0,0.0
1126,eventually,0,0,0,0.0
1127,ever,0,0,0,0.0
1128,every,0,0,0,5.0
1129,everybody,0,0,0,0.0
1130,everyone,0,0,0,0.0
1131,everything,0,0,0,0.0
1132,everywhere,0,0,0,0.0
1133,evidence,0,2,0,0.0
1134,evince,0,0,0,0.0
1135,evolve,0,0,0,0.0
1136,exact,0,0,0,0.0
1137,exactly,0,0,0,0.0
1138,examination,0,0,0,0.0
1139,examine,0,0,0,0.0
1140,example,0,0,0,0.0
1141,examples,0,0,0,0.0
1142,exceeding,0,0,0,0.0
1143,excellent,0,0,0,0.0
1144,except,0,0,0,0.0
1145,exchange,0,0,0,0.0
1146,excited,0,0,0,0.0
1147,excitement,0,0,0,0.0
1148,exciting,0,0,0,0.0
1149,exclaimed,0,0,0,0.0
1150,execute,0,0,5,0.0
1151,exemplification,0,0,0,0.0
1152,exercise,0,0,0,0.0
1153,exercises,0,0,0,0.0
1154,exhibit,0,0,0,0.0
1155,exhibition,0,0,0,0.0
1156,exist,0,0,0,0.0
1157,expect,0,0,0,0.0
1158,expected,0,0,0,0.0
1159,experience,0,0,0,0.0
1160,experiences,0,0,0,0.0
1161,experiment,0,0,0,0.0
1162,experiments,0,0,0,0.0
1163,explain,0,0,0,0.0
1164,explained,0,0,0,0.0
1165,explanation,0,0,0,0.0
1166,explicate,0,0,0,0.0
1167,exploit,0,0,0,0.0
1168,exploration,0,0,0,0.0
1169,explore,0,0,0,0.0
1170,exposition,0,0,0,0.0
1171,expound,0,0,0,0.0
1172,express,0,0,2,0.0
1173,expressed,0,0,0,0.0
1174,expression,0,0,0,0.0
1175,extra,0,0,0,0.0
1176,extreme,0,0,0,0.0
1177,eye,0,0,0,0.0
1178,eyeball,0,0,0,0.0
1179,eyes,0,0,0,0.0
1180,fabricate,0,5,0,5.0
1181,face,0,0,0,0.0
1182,faces,0,0,0,0.0
1183,facet,0,0,0,0.0
1184,facing,0,0,0,0.0
1185,fact,0,0,0,0.0
1186,faction,0,0,0,0.0
1187,factor,0,0,0,0.0
1188,factories,0,0,0,0.0
1189,factors,0,0,0,0.0
1190,factory,0,0,0,0.0
1191,facts,0,0,0,0.0
1192,failed,0,0,0,0.0
1193,fair,0,0,0,0.0
1194,fair-minded,0,0,0,0.0
1195,fairly,0,0,0,0.0
1196,fall,0,0,0,0.0
1197,fallen,0,0,0,0.0
1198,falling,0,0,0,0.0
1199,falls,0,0,0,0.0
1200,false,0,0,0,0.0
1201,familiar,0,0,0,0.0
1202,families,0,0,0,0.0
1203,family,0,0,0,0.0
1204,famous,0,0,0,0.0
1205,far,0,0,0,0.0
1206,fare,0,0,0,0.0
1207,farm,0,0,0,0.0
1208,farmer,0,0,0,0.0
1209,farmers,0,0,0,0.0
1210,farming,0,0,0,0.0
1211,farms,0,0,0,0.0
1212,farther,0,0,0,0.0
1213,fashion,0,5,0,5.0
1214,fashionable,0,0,0,0.0
1215,fast,0,0,0,0.0
1216,fastened,0,0,0,0.0
1217,faster,0,0,0,0.0
1218,fat,0,0,0,0.0
1219,fatal,0,0,0,0.0
1220,father,0,0,0,0.0
1221,fathers,0,0,0,0.0
1222,favorite,0,0,0,0.0
1223,fear,0,0,0,0.0
1224,feat,0,0,0,0.0
1225,feathers,0,0,0,0.0
1226,feature,0,0,0,0.0
1227,features,0,0,0,0.0
1228,fed,0,0,0,0.0
1229,feed,0,0,0,0.0
1230,feel,0,0,0,0.0
1231,feeling,0,0,0,0.0
1232,feelings,0,0,0,0.0
1233,feels,0,0,0,0.0
1234,feet,0,0,0,0.0
1235,fell,0,0,0,0.0
1236,fellow,0,0,0,0.0
1237,felt,0,0,0,0.0
1238,fence,0,0,0,0.0
1239,fetch,0,0,0,0.0
1240,fetish,0,0,0,0.0
1241,few,0,0,0,0.0
1242,fewer,0,0,0,0.0
1243,fickle,0,0,0,0.0
1244,field,0,0,0,0.0
1245,fields,0,0,0,0.0
1246,fierce,0,0,0,0.0
1247,fifteen,0,0,0,0.0
1248,fifth,0,0,0,0.0
1249,fifty,0,0,0,0.0
1250,fifty-fifty,0,0,0,0.0
1251,fight,0,0,0,0.0
1252,fighting,0,0,0,0.0
1253,figure,1,0,0,2.0
1254,figures,0,0,0,0.0
1255,fill,0,0,0,0.0
1256,filled,0,0,0,0.0
1257,film,0,0,0,0.0
1258,final,0,0,0,0.0
1259,finally,0,0,0,0.0
1260,find,0,0,0,0.0
1261,finding,0,0,0,0.0
1262,finds,0,0,0,0.0
1263,fine,0,0,0,0.0
1264,finery,0,0,0,0.0
1265,finest,0,0,0,0.0
1266,finger,0,0,0,0.0
1267,fingers,0,0,0,0.0
1268,finish,0,0,0,0.0
1269,finished,0,0,0,0.0
1270,finishing,0,0,0,0.0
1271,fire,0,0,0,0.0
1272,fired,0,0,0,0.0
1273,fireplace,0,0,0,0.0
1274,fires,0,0,0,0.0
1275,firm,0,0,0,0.0
1276,firmly,0,0,0,0.0
1277,first,0,0,0,0.0
1278,fish,0,0,0,0.0
1279,fishing,0,0,0,0.0
1280,fit,0,0,0,0.0
1281,fitful,0,0,0,0.0
1282,fits,0,0,0,0.0
1283,five,0,0,0,0.0
1284,fix,0,0,0,0.0
1285,fixation,0,0,0,0.0
1286,fixed,0,0,0,0.0
1287,flag,0,0,0,0.0
1288,flame,0,0,0,0.0
1289,flat,0,0,0,0.0
1290,flaunt,0,0,0,0.0
1291,flew,0,0,0,0.0
1292,flies,0,0,0,0.0
1293,flight,0,0,0,0.0
1294,floating,0,0,0,0.0
1295,floor,0,0,0,0.0
1296,florida,0,0,0,0.0
1297,flow,0,0,0,0.0
1298,flower,0,0,0,0.0
1299,flowers,0,0,0,0.0
1300,flows,0,0,0,0.0
1301,fluctuating,0,0,0,0.0
1302,fluid,0,0,0,0.0
1303,fly,0,0,0,0.0
1304,flying,0,0,0,0.0
1305,focus,0,0,0,0.0
1306,fog,0,0,0,0.0
1307,foil,0,0,0,0.0
1308,folks,0,0,0,0.0
1309,follow,0,0,0,0.0
1310,followed,0,0,0,0.0
1311,following,0,0,0,0.0
1312,follows,0,0,0,0.0
1313,food,0,0,0,0.0
1314,foods,0,0,0,0.0
1315,foot,0,0,0,0.0
1316,football,0,0,0,0.0
1317,footing,0,0,0,0.0
1318,for,0,0,0,5.0
1319,force,0,5,0,0.0
1320,forced,0,0,0,0.0
1321,forces,0,0,0,0.0
1322,forecast,1,0,0,0.0
1323,foreign,0,0,0,0.0
1324,forest,0,0,0,0.0
1325,forests,0,0,0,0.0
1326,forewarn,0,0,0,0.0
1327,forge,0,5,0,5.0
1328,forget,0,0,0,0.0
1329,forgotten,0,0,0,0.0
1330,form,0,5,0,5.0
1331,formation,0,0,0,0.0
1332,formed,0,0,0,0.0
1333,former,0,0,0,0.0
1334,forms,0,0,0,0.0
1335,formulate,0,0,5,0.0
1336,fort,0,0,0,0.0
1337,forth,0,0,0,0.0
1338,forty,0,0,0,0.0
1339,forward,0,0,0,0.0
1340,foster,0,0,0,0.0
1341,fought,0,0,0,0.0
1342,found,0,5,0,0.0
1343,foundations,0,0,0,0.0
1344,four,0,0,0,0.0
1345,fourth,0,0,0,0.0
1346,fox,0,0,0,0.0
1347,fragment,0,0,0,0.0
1348,frame,0,0,0,0.0
1349,france,0,0,0,0.0
1350,frank,0,0,0,0.0
1351,fred,0,0,0,0.0
1352,free,0,0,0,0.0
1353,freedom,0,0,0,0.0
1354,freeze,0,0,0,0.0
1355,french,0,0,0,0.0
1356,frequently,0,0,0,0.0
1357,fresh,0,0,0,0.0
1358,friend,0,0,0,0.0
1359,friendly,0,0,0,0.0
1360,friends,0,0,0,0.0
1361,frightened,0,0,0,0.0
1362,frog,0,0,0,0.0
1363,from,0,0,0,0.0
1364,front,0,0,0,0.0
1365,frozen,0,0,0,0.0
1366,fruit,0,0,0,0.0
1367,fruits,0,0,0,0.0
1368,frustrate,0,0,0,0.0
1369,fuel,0,0,0,0.0
1370,full,0,0,0,1.0
1371,fully,0,0,0,0.0
1372,fun,0,0,0,0.0
1373,function,0,0,0,0.0
1374,fundamentals,0,0,0,0.0
1375,funny,0,0,0,0.0
1376,fur,0,0,0,0.0
1377,furnish,0,0,0,0.0
1378,furniture,0,0,0,0.0
1379,further,0,0,0,0.0
1380,furthermore,0,0,0,0.0
1381,future,0,0,0,0.0
1382,gadget,0,0,0,0.0
1383,gain,0,0,0,0.0
1384,gained,0,0,0,0.0
1385,game,0,0,0,0.0
1386,games,0,0,0,0.0
1387,gape,0,0,0,0.0
1388,garage,0,0,0,0.0
1389,garb,0,0,0,0.0
1390,garden,0,0,0,0.0
1391,garments,0,0,0,0.0
1392,garms,0,0,0,0.0
1393,garrison,0,0,0,0.0
1394,gas,0,0,0,0.0
1395,gasoline,0,0,0,0.0
1396,gate,0,0,0,0.0
1397,gather,0,0,0,0.0
1398,gathered,0,0,0,0.0
1399,gauge,2,0,0,0.0
1400,gave,0,0,0,0.0
1401,gawp,0,0,0,0.0
1402,gaze,0,0,0,0.0
1403,gear,0,0,0,0.0
1404,gel,0,0,0,0.0
1405,gelatinize,0,0,0,0.0
1406,general,0,0,0,0.0
1407,generally,0,0,0,0.0
1408,generate,0,5,0,5.0
1409,gentle,0,0,0,0.0
1410,gently,0,0,0,0.0
1411,george,0,0,0,0.0
1412,german,0,0,0,0.0
1413,germany,0,0,0,0.0
1414,get,0,0,0,0.0
1415,gets,0,0,0,0.0
1416,getting,0,0,0,0.0
1417,giant,0,0,0,0.0
1418,gift,0,0,0,0.0
1419,girl,0,0,0,0.0
1420,girls,0,0,0,0.0
1421,give,0,5,2,0.0
1422,given,0,0,0,0.0
1423,gives,0,0,0,0.0
1424,giving,0,0,0,0.0
1425,glad,0,0,0,0.0
1426,glance,0,0,0,0.0
1427,glass,0,0,0,0.0
1428,glasses,0,0,0,0.0
1429,glimpse,0,0,0,0.0
1430,globe,0,0,0,0.0
1431,go,0,0,0,0.0
1432,goal,0,0,0,0.0
1433,gods,0,0,0,0.0
1434,goes,0,0,0,0.0
1435,going,0,0,0,0.0
1436,gold,0,0,0,0.0
1437,golden,0,0,0,0.0
1438,gone,0,0,0,0.0
1439,good,0,0,0,0.0
1440,goods,0,0,0,0.0
1441,goof,0,0,0,0.0
1442,goose,0,0,0,0.0
1443,got,0,0,0,0.0
1444,government,0,0,0,0.0
1445,grabbed,0,0,0,0.0
1446,grade,0,0,0,0.0
1447,gradually,0,0,0,0.0
1448,grain,0,0,0,0.0
1449,grains,0,0,0,0.0
1450,grandfather,0,0,0,0.0
1451,grandmother,0,0,0,0.0
1452,grant,0,0,0,0.0
1453,graph,0,0,0,0.0
1454,grass,0,0,0,0.0
1455,gravity,0,0,0,0.0
1456,gray,0,0,0,0.0
1457,great,0,0,0,0.0
1458,greater,0,0,0,0.0
1459,greatest,0,0,0,0.0
1460,greatly,0,0,0,0.0
1461,greece,0,0,0,0.0
1462,greek,0,0,0,0.0
1463,greeks,0,0,0,0.0
1464,green,0,0,0,0.0
1465,grew,0,0,0,0.0
1466,grip,0,0,0,0.0
1467,groom,0,0,0,0.0
1468,gross,0,0,0,0.0
1469,ground,0,0,0,0.0
1470,group,0,0,0,0.0
1471,groups,0,0,0,0.0
1472,grow,0,0,0,0.0
1473,growing,0,0,0,0.0
1474,grown,0,0,0,0.0
1475,grows,0,0,0,0.0
1476,growth,0,0,0,0.0
1477,guarantee,0,0,0,0.0
1478,guard,0,0,0,0.0
1479,gubbins,0,0,0,0.0
1480,guess,0,0,0,0.0
1481,guesstimate,0,0,0,0.0
1482,guests,0,0,0,0.0
1483,guide,0,0,0,0.0
1484,gulf,0,0,0,0.0
1485,gun,0,0,0,0.0
1486,guns,0,0,0,0.0
1487,habit,0,0,0,0.0
1488,habitat,0,0,0,0.0
1489,habits,0,0,0,0.0
1490,had,0,0,0,0.0
1491,hair,0,0,0,0.0
1492,half,0,0,0,0.0
1493,halfway,0,0,0,0.0
1494,hall,0,0,0,0.0
1495,halt,0,0,0,0.0
1496,hamper,0,0,0,0.0
1497,hand,0,0,0,0.0
1498,handed,0,0,0,0.0
1499,handle,0,0,0,0.0
1500,hands,0,0,0,0.0
1501,handsome,0,0,0,0.0
1502,hang,0,0,0,0.0
1503,hang-up,0,0,0,0.0
1504,hanging,0,0,0,0.0
1505,happen,0,0,0,0.0
1506,happened,0,0,0,0.0
1507,happening,0,0,0,0.0
1508,happens,0,0,0,0.0
1509,happily,0,0,0,0.0
1510,happy,0,0,0,0.0
1511,harbor,0,0,0,0.0
1512,hard,0,0,0,0.0
1513,harden,0,0,0,0.0
1514,harder,0,0,0,0.0
1515,hardly,0,0,0,0.0
1516,harmonize,0,5,0,0.0
1517,harry,0,0,0,0.0
1518,harvest,0,0,0,0.0
1519,has,0,0,0,0.0
1520,hat,0,0,0,0.0
1521,hatch,0,0,0,0.0
1522,hatred,0,0,0,0.0
1523,hats,0,0,0,0.0
1524,haunt,0,0,0,0.0
1525,have,0,0,0,0.0
1526,having,0,0,0,0.0
1527,hay,0,0,0,0.0
1528,he,0,0,0,0.0
1529,head,0,0,0,0.0
1530,headed,0,0,0,0.0
1531,heading,0,0,0,0.0
1532,heads,0,0,0,0.0
1533,health,0,0,0,0.0
1534,hear,0,0,0,0.0
1535,heard,0,0,0,0.0
1536,hearing,0,0,0,0.0
1537,heart,0,0,0,0.0
1538,heat,0,0,0,0.0
1539,heated,0,0,0,0.0
1540,heavy,0,0,0,0.0
1541,hector,0,0,0,0.0
1542,hed,0,0,0,0.0
1543,heed,0,0,0,0.0
1544,height,0,0,0,0.0
1545,held,0,0,0,0.0
1546,helix,0,0,0,0.0
1547,hell,0,0,0,0.0
1548,hello,0,0,0,0.0
1549,help,0,0,0,0.0
1550,helped,0,0,0,0.0
1551,helpful,0,0,0,0.0
1552,helping,0,0,0,0.0
1553,helps,0,0,0,0.0
1554,henry,0,0,0,0.0
1555,her,0,0,0,0.0
1556,herd,0,0,0,0.0
1557,here,0,0,0,0.0
1558,herself,0,0,0,0.0
1559,hidden,0,0,0,0.0
1560,hide,0,0,0,0.0
1561,high,0,0,0,0.0
1562,higher,0,0,0,0.0
1563,highest,0,0,0,0.0
1564,highly,0,0,0,0.0
1565,highway,0,0,0,0.0
1566,hill,0,0,0,0.0
1567,hills,0,0,0,0.0
1568,him,0,0,0,0.0
1569,himself,0,0,0,0.0
1570,hint,0,0,0,0.0
1571,hip,0,0,0,0.0
1572,hire,0,5,0,0.0
1573,his,0,0,0,0.0
1574,history,0,0,0,0.0
1575,hit,0,0,0,0.0
1576,hold,0,0,0,0.0
1577,holding,0,0,0,0.0
1578,holds,0,0,0,0.0
1579,hole,0,0,0,0.0
1580,holes,0,0,0,0.0
1581,hollow,0,0,0,0.0
1582,home,0,0,0,0.0
1583,homes,0,0,0,0.0
1584,honor,0,0,0,0.0
1585,hook,0,0,0,0.0
1586,hoop,0,0,0,0.0
1587,hope,0,0,0,0.0
1588,hoped,0,0,0,0.0
1589,horn,0,0,0,0.0
1590,horns,0,0,0,0.0
1591,horror,0,0,0,0.0
1592,horse,0,0,0,0.0
1593,horses,0,0,0,0.0
1594,hospital,0,0,0,0.0
1595,host,0,0,0,0.0
1596,hot,0,0,0,0.0
1597,hour,0,0,0,0.0
1598,hours,0,0,0,0.0
1599,house,0,0,0,0.0
1600,houses,0,0,0,0.0
1601,how,0,0,0,0.0
1602,however,0,0,0,0.0
1603,huge,0,0,0,0.0
1604,human,0,0,0,0.0
1605,hundred,0,0,0,0.0
1606,hundreds,0,0,0,0.0
1607,hung,0,0,0,0.0
1608,hungry,0,0,0,0.0
1609,hunt,0,0,0,0.0
1610,hunter,0,0,0,0.0
1611,hunters,0,0,0,0.0
1612,hunting,0,0,0,0.0
1613,hurried,0,0,0,0.0
1614,hurry,0,0,0,0.0
1615,hurt,0,0,0,0.0
1616,husband,0,0,0,0.0
1617,hypothecate,5,0,0,0.0
1618,i,0,0,0,0.0
1619,ice,0,0,0,0.0
1620,idea,0,0,0,0.0
1621,ideas,0,0,0,0.0
1622,identical,0,0,0,0.0
1623,identify,0,5,0,0.0
1624,if,5,0,0,0.0
1625,ill,0,0,0,0.0
1626,illinois,0,0,0,0.0
1627,illustrate,0,0,0,0.0
1628,illustration,0,0,0,0.0
1629,image,0,0,0,0.0
1630,imagine,0,0,0,0.0
1631,immediately,0,0,0,0.0
1632,impart,0,0,0,0.0
1633,impartial,0,0,0,0.0
1634,impede,0,0,0,0.0
1635,impedimenta,0,0,0,0.0
1636,impel,0,0,0,0.0
1637,implement,0,0,0,0.0
1638,implements,0,0,0,0.0
1639,importance,0,0,0,0.0
1640,important,0,0,0,0.0
1641,impose,0,0,0,0.0
1642,impossible,0,0,0,0.0
1643,impress,0,0,0,0.0
1644,imprint,0,0,0,0.0
1645,improve,0,0,0,0.0
1646,impute,0,0,0,0.0
1647,in,0,0,0,5.0
1648,inaugurate,0,0,0,0.0
1649,inch,0,0,0,0.0
1650,inches,0,0,0,0.0
1651,incident,0,0,0,0.0
1652,include,0,0,0,0.0
1653,included,0,0,0,0.0
1654,includes,0,0,0,0.0
1655,including,0,0,0,0.0
1656,income,0,0,0,0.0
1657,inconsistent,0,0,0,0.0
1658,inconstant,0,0,0,0.0
1659,incorporate,0,0,0,0.0
1660,increase,0,0,0,0.0
1661,increasing,0,0,0,0.0
1662,incurable,0,0,0,0.0
1663,incurvation,0,0,0,0.0
1664,indeed,0,0,0,0.0
1665,independence,0,0,0,0.0
1666,india,0,0,0,0.0
1667,indian,0,0,0,0.0
1668,indians,0,0,0,0.0
1669,indicate,2,0,2,0.0
1670,indicated,0,0,0,0.0
1671,indicates,0,0,0,0.0
1672,indistinguishable,0,0,0,0.0
1673,individual,0,0,0,0.0
1674,induct,0,0,0,0.0
1675,industrial,0,0,0,0.0
1676,industries,0,0,0,0.0
1677,industry,0,0,0,0.0
1678,infix,0,0,0,0.0
1679,inflict,0,0,0,0.0
1680,influence,0,0,0,0.0
1681,inform,1,3,4,2.0
1682,information,0,0,0,0.0
1683,ingeminate,0,0,0,0.0
1684,ingrain,0,0,0,0.0
1685,ingredient,0,0,0,0.0
1686,inhibit,0,0,0,0.0
1687,initiate,0,5,0,0.0
1688,inoperable,0,0,0,0.0
1689,inquest,0,0,0,0.0
1690,inscribe,0,0,0,0.0
1691,insect,0,0,0,0.0
1692,insects,0,0,0,0.0
1693,insert,0,5,0,0.0
1694,inset,0,0,0,0.0
1695,inside,0,5,0,2.0
1696,insist,0,0,0,0.0
1697,inspect,0,0,0,0.0
1698,inspection,0,0,0,0.0
1699,inspire,0,0,0,0.0
1700,install,0,5,0,0.0
1701,instance,0,0,0,0.0
1702,instant,0,0,0,0.0
1703,instantiate,0,5,0,0.0
1704,instead,0,0,0,0.0
1705,institute,0,0,0,0.0
1706,instruct,0,0,0,0.0
1707,instrument,0,0,0,0.0
1708,instruments,0,0,0,0.0
1709,integrand,0,0,0,0.0
1710,integrant,0,0,0,0.0
1711,intent,0,0,0,0.0
1712,intention,0,0,0,0.0
1713,interchange,0,0,0,0.0
1714,interest,0,0,0,0.0
1715,interested,0,0,0,0.0
1716,interesting,0,0,0,0.0
1717,interface,0,0,0,0.0
1718,interior,0,0,0,0.0
1719,interject,0,0,0,0.0
1720,interpolate,0,0,0,0.0
1721,interpose,0,0,0,0.0
1722,intimate,0,0,0,0.0
1723,intimidate,0,0,0,0.0
1724,into,0,0,0,1.0
1725,introduce,0,5,3,0.0
1726,introduced,0,0,0,0.0
1727,invent,0,0,0,0.0
1728,invented,0,0,0,0.0
1729,invention,0,0,0,0.0
1730,invest,0,0,0,0.0
1731,investigate,0,0,0,0.0
1732,investigation,0,0,0,0.0
1733,invited,0,0,0,0.0
1734,involved,0,0,0,0.0
1735,iron,0,0,0,0.0
1736,irregular,0,0,0,0.0
1737,is,0,0,0,0.0
1738,island,0,0,0,0.0
1739,islands,0,0,0,0.0
1740,issue,0,0,0,0.0
1741,it,0,0,0,0.0
1742,italian,0,0,0,0.0
1743,italy,0,0,0,0.0
1744,item,0,0,0,0.0
1745,items,0,0,0,0.0
1746,iterate,0,0,0,5.0
1747,its,0,0,0,0.0
1748,itself,0,0,0,0.0
1749,jack,0,0,0,0.0
1750,jam,0,0,0,0.0
1751,james,0,0,0,0.0
1752,jane,0,0,0,0.0
1753,january,0,0,0,0.0
1754,japan,0,0,0,0.0
1755,japanese,0,0,0,0.0
1756,jar,0,0,0,0.0
1757,jeff,0,0,0,0.0
1758,jet,0,0,0,0.0
1759,jim,0,0,0,0.0
1760,jimmy,0,0,0,0.0
1761,job,0,0,0,0.0
1762,jobs,0,0,0,0.0
1763,joe,0,0,0,0.0
1764,john,0,0,0,0.0
1765,johnny,0,0,0,0.0
1766,johnson,0,0,0,0.0
1767,join,0,0,0,0.0
1768,joined,0,0,0,0.0
1769,jones,0,0,0,0.0
1770,journey,0,0,0,0.0
1771,joy,0,0,0,0.0
1772,judge,1,0,0,0.0
1773,july,0,0,0,0.0
1774,jump,0,0,0,0.0
1775,jumped,0,0,0,0.0
1776,june,0,0,0,0.0
1777,jungle,0,0,0,0.0
